nim,kode_mk,nilai_angka,nilai_huruf,semester
2230260,SD1202,66,A,2
2230261,SD2101,80,C,5
2230261,SD2301,69,D,2
2230261,SI1101,84,C,6
2230262,SD2101,82,B,2
2230262,SI1101,61,C,1
2230262,SD2201,65,B,4
2230263,SD1101,86,C,1
2230263,SD1202,73,E,3
2230263,SD2101,58,C,2
2230264,IF1201,78,E,2
2230264,SD2201,70,D,2
2230264,SD1201,93,C,3
2230265,SD2101,80,C,4
2230265,SD2401,80,E,4
2230265,SD2301,75,A,3
2230266,IF1201,54,B,1
2230266,SD2301,80,D,5
2230266,SD1101,85,C,1
2230267,SD2401,77,E,5
2230267,SD2101,60,D,3
2230267,IF1201,71,D,5
2230268,SD2301,82,A,3
2230268,SD1202,87,C,3
2230268,SD2201,38,C,3
2230269,SD2101,64,E,6
2230269,IF1101,81,E,6
2230269,IF1201,70,B,1
2230270,SD1102,70,A,4
2230270,SD2101,59,C,2
2230270,SI1101,70,C,6
2230271,SD2201,65,A,3
2230271,SD1102,67,A,1
2230271,SD2301,75,A,6
2230272,IF1101,84,C,1
2230272,SD1101,87,C,5
2230272,SD2101,79,C,4
2230273,SD1202,85,C,3
2230273,SD2101,80,A,1
2230273,SI1101,67,D,4
2230274,SD1102,75,A,5
2230274,SD2301,75,E,3
2230274,SD2101,59,D,1
2230275,SD1202,65,C,2
2230275,SD2401,68,E,5
2230275,IF1101,52,C,6
2230276,SD1101,78,B,4
2230276,SD2101,57,B,4
2230276,SI1201,65,A,3
2230277,SD1102,61,E,5
2230277,IF1201,82,D,2
2230277,IF1101,68,B,5
2230278,SD1201,66,B,2
2230278,IF1101,85,C,1
2230278,SD2401,65,B,3
2230279,IF1201,77,B,2
2230279,SI1101,73,A,3
2230279,IF1101,62,E,2
2230280,SD2201,68,A,1
2230280,SI1201,75,C,2
2230280,SD1202,64,A,2
2230281,IF1101,61,C,3
2230281,SD1202,65,B,3
2230281,SD2101,69,C,2
2230282,SD2101,70,D,5
2230282,SD1102,76,B,2
2230282,SD2401,50,C,4
2230283,IF1201,61,B,2
2230283,SD1102,76,A,2
2230283,SD2301,64,B,3
2230284,SI1101,75,B,4
2230284,IF1101,81,B,1
2230284,SI1201,75,E,6
2230285,SD1202,48,D,5
2230285,SD1102,91,C,6
2230285,SD2401,52,D,4
2230286,SD1201,85,C,3
2230286,SD1102,70,D,2
2230286,SI1201,64,D,6
2230287,SD2201,74,B,2
2230287,SI1101,,B,4
2230287,SI1201,62,D,3
2230288,SD1202,76,C,4
2230288,SD2401,68,C,1
2230288,SD2301,71,E,3
2230289,SD2401,73,A,6
2230289,SD1101,,C,6
2230289,SD2301,74,D,6
2230290,SD2201,69,D,5
2230290,SD2401,84,C,1
2230290,SD1101,68,C,3
2230291,IF1101,48,C,5
2230291,SD2401,63,A,5
2230291,SI1201,70,C,2
2230292,SD1201,71,B,2
2230292,SD1102,82,C,4
2230292,SD2101,84,A,4
2230293,SI1201,64,D,5
2230293,SD2201,61,E,2
2230293,IF1101,70,A,3
2230294,SI1201,79,A,3
2230294,SD2201,86,C,6
2230294,IF1201,100,C,2
2230295,SD1201,58,C,4
2230295,IF1201,64,D,6
2230295,SD2401,70,A,6
2230296,SD2101,71,C,2
2230296,SD1102,42,A,6
2230296,SI1101,53,E,2
2230297,SD2301,68,D,5
2230297,SD1201,58,C,3
2230297,SD2401,60,D,5
2230298,SD2401,78,D,3
2230298,SD1102,72,B,6
2230298,SD2101,55,D,1
2230299,SI1201,79,C,6
2230299,SD2101,,B,3
2230299,SD1202,90,C,2
2230300,SI1201,83,B,2
2230300,SD1101,90,C,4
2230300,SD2101,84,A,5
2330001,SD2101,62,A,1
2330001,SD1101,67,A,6
2330001,SD2201,80,E,6
2330002,SI1201,56,A,1
2330002,SI1101,60,C,5
2330002,SD1202,64,A,4
2330003,SD2401,76,A,2
2330003,SD2301,,D,4
2330003,SD1202,90,C,4
2330004,SD1201,49,E,3
2330004,SD2101,58,B,5
2330004,SI1101,91,C,2
2330005,IF1201,82,E,1
2330005,SD2201,81,B,1
2330005,SD2401,82,D,1
2330006,SD2201,55,A,3
2330006,IF1101,68,E,5
2330006,SD1201,87,C,5
2330007,SD2301,78,C,5
2330007,SD2101,85,C,6
2330007,SI1101,57,E,6
2330008,SD2301,70,B,6
2330008,SD1102,62,A,6
2330008,SD1101,78,D,3
2330009,SD1202,61,C,6
2330009,SD1102,72,E,2
2330009,SI1101,55,C,5
2330010,SD1102,86,C,5
2330010,SD1201,71,B,1
2330010,IF1101,71,D,3
2330011,SD2101,56,C,3
2330011,SD1202,97,C,6
2330011,SD1201,51,E,5
2330012,SD2301,78,A,4
2330012,SI1201,89,C,5
2330012,SD1101,74,A,2
2330013,SD1101,59,D,5
2330013,IF1101,74,A,5
2330013,SD1102,72,C,2
2330014,SD1201,60,A,4
2330014,SI1201,56,D,5
2330014,SD1202,77,B,4
2330015,SD2401,75,B,4
2330015,SD2301,81,B,6
2330015,SD2201,72,A,2
2330016,SD2301,69,C,1
2330016,SD1101,52,C,4
2330016,SD1102,64,B,5
2330017,SD2401,65,C,5
2330017,SI1201,71,B,1
2330017,SD1201,74,C,2
2330018,IF1101,45,B,2
2330018,SD2101,98,C,6
2330018,SD1102,82,C,4
2330019,SD2401,79,E,4
2330019,SD1101,81,C,5
2330019,SD1201,85,C,3
2330020,SD1101,64,C,5
2330020,SD1201,86,C,5
2330020,SD2401,63,A,5
2330021,IF1201,80,E,4
2330021,SD1101,66,A,6
2330021,SI1201,84,E,1
2330022,SI1201,64,A,3
2330022,IF1101,,A,3
2330022,SD2301,76,A,3
2330023,SD2301,90,C,1
2330023,SD1201,68,D,4
2330023,SI1101,80,A,4
2330024,SD2401,77,A,1
2330024,SI1201,74,E,4
2330024,SI1101,53,B,6
2330025,SD2101,,B,1
2330025,SD2301,90,C,3
2330025,SD1102,90,C,6
2330026,SD1202,71,A,2
2330026,IF1201,79,B,5
2330026,SD2301,64,E,2
2330027,SD1102,75,E,1
2330027,SD2201,64,D,6
2330027,SD1202,52,A,6
2330028,SD1201,,C,1
2330028,SD1101,69,E,4
2330028,SD2301,68,C,2
2330029,SD1202,71,D,5
2330029,SI1201,66,C,4
2330029,SD2101,47,C,1
2330030,SD2201,68,B,1
2330030,SD2401,81,A,1
2330030,SI1201,61,D,5
2330031,SI1201,63,C,6
2330031,SD2201,52,B,2
2330031,IF1101,62,A,5
2330032,SD2401,56,A,6
2330032,SD1201,75,A,2
2330032,SD2201,64,A,5
2330033,SI1201,,E,6
2330033,SD1101,56,E,4
2330033,IF1101,82,A,3
2330034,IF1101,89,C,1
2330034,SD2101,100,C,6
2330034,SD2201,80,C,1
2330035,SD1202,70,A,6
2330035,SD1102,69,D,3
2330035,IF1201,54,B,3
2330036,SD2201,80,D,3
2330036,SI1101,68,B,3
2330036,IF1201,89,C,3
2330037,SD2401,79,C,2
2330037,SD2201,96,C,1
2330037,IF1201,93,C,1
2330038,SD2101,83,D,4
2330038,SI1101,55,E,6
2330038,SD2301,75,E,5
2330039,SI1201,41,E,5
2330039,SD1202,78,B,5
2330039,IF1201,73,A,2
2330040,SD1201,68,D,2
2330040,SD2301,61,A,4
2330040,IF1101,64,C,4
2330041,SD1101,50,C,4
2330041,SD2301,75,D,5
2330041,SD2201,68,C,3
2330042,SD2201,66,D,3
2330042,SD1101,47,A,3
2330042,SI1201,87,C,1
2330043,SD2401,77,D,3
2330043,SD2301,55,B,5
2330043,IF1201,91,C,5
2330044,SI1201,69,A,4
2330044,SD2401,71,A,5
2330044,SD2101,91,C,1
2330045,IF1101,74,C,4
2330045,SD2101,92,C,4
2330045,SI1101,76,D,5
2330046,IF1101,76,C,4
2330046,SD2301,,B,3
2330046,SD2101,62,B,2
2330047,SI1101,75,D,3
2330047,SD1202,54,A,6
2330047,SD1102,62,D,6
2330048,SD1102,62,A,6
2330048,SD2201,76,E,6
2330048,SD1202,68,D,4
2330049,SD2401,77,E,5
2330049,SD2301,84,D,1
2330049,SD2101,57,A,1
2330050,SD2201,66,D,3
2330050,SD1201,63,B,3
2330050,IF1101,47,C,2
2330051,SI1101,81,D,1
2330051,SI1201,74,B,1
2330051,IF1101,62,A,1
2330052,SD2401,77,C,6
2330052,SD2101,71,E,5
2330052,SD1201,61,A,5
2330053,SI1101,70,D,3
2330053,SD1201,79,B,2
2330053,SD1102,90,C,3
2330054,SI1101,75,C,5
2330054,SD1202,63,B,4
2330054,SD1102,72,E,6
2330055,SD1201,56,A,1
2330055,IF1101,74,B,3
2330055,SI1101,74,A,6
2330056,SI1101,78,D,6
2330056,SD2301,87,C,6
2330056,SD1102,74,A,2
2330057,SD2101,75,D,4
2330057,SD1202,84,A,2
2330057,SI1201,83,E,5
2330058,SD1101,67,C,5
2330058,SD2301,73,E,2
2330058,IF1201,66,B,4
2330059,SD2301,73,A,6
2330059,SD2401,71,B,3
2330059,SD1201,76,C,6
2330060,SD1101,59,C,3
2330060,SI1201,56,D,4
2330060,SD2101,71,D,4
2330061,SD1101,78,C,6
2330061,IF1101,54,C,5
2330061,SI1101,44,B,5
2330062,SD2201,72,E,1
2330062,SI1101,59,D,5
2330062,SD2301,71,D,3
2330063,SD1202,55,E,1
2330063,IF1201,80,A,5
2330063,SD1201,82,C,4
2330064,SD1102,67,A,2
2330064,SD1201,88,C,5
2330064,SD1202,87,C,6
2330065,SD1201,67,C,1
2330065,SD1102,42,B,2
2330065,SD2401,53,C,1
2330066,SD1101,79,A,5
2330066,SD2301,,D,6
2330066,SD2401,95,C,2
2330067,SD2201,79,B,4
2330067,SD1102,62,E,5
2330067,SD2101,85,C,2
2330068,IF1201,62,A,3
2330068,SD1101,100,C,2
2330068,SD1202,73,D,6
2330069,SD1102,53,E,4
2330069,SD1202,64,E,6
2330069,SI1101,58,B,5
2330070,SD1202,72,A,1
2330070,SD1102,62,B,1
2330070,SI1101,54,B,6
2330071,SI1101,61,A,4
2330071,SD1101,68,A,1
2330071,SD1201,66,E,6
2330072,SD1102,60,C,3
2330072,IF1101,69,E,3
2330072,SD2101,59,E,5
2330073,SI1101,85,C,6
2330073,SD2301,76,B,5
2330073,IF1201,68,B,3
2330074,SD2401,84,B,6
2330074,SI1201,67,A,5
2330074,SD1202,77,A,4
2330075,SD2301,74,E,6
2330075,SD1102,53,D,6
2330075,SI1101,69,A,3
2330076,IF1101,57,B,1
2330076,IF1201,75,D,1
2330076,SI1201,70,D,3
2330077,SD2201,47,D,1
2330077,SI1101,82,C,5
2330077,SD1101,59,A,4
2330078,IF1101,57,B,1
2330078,IF1201,67,B,4
2330078,SI1101,73,D,6
2330079,SD2301,67,B,5
2330079,SD2201,69,A,5
2330079,IF1101,70,B,5
2330080,SD2401,73,E,2
2330080,IF1201,81,C,3
2330080,SI1101,82,E,3
2330081,IF1201,56,E,4
2330081,SD1201,61,B,5
2330081,SD2201,77,B,2
2330082,SI1101,53,D,6
2330082,SD1201,57,C,6
2330082,SD1101,62,D,6
2330083,SI1201,87,C,5
2330083,SD2401,91,C,2
2330083,SD1202,70,C,1
2330084,SD1201,93,C,4
2330084,SD1101,96,C,4
2330084,SI1201,41,D,3
2330085,IF1201,68,C,1
2330085,SD1102,61,E,4
2330085,SD1201,61,D,4
2330086,SI1201,,D,4
2330086,SD1102,94,C,3
2330086,SD2301,74,D,6
2330087,SD2301,68,B,1
2330087,SI1201,46,D,4
2330087,IF1101,81,C,5
2330088,SD1202,74,A,3
2330088,IF1101,70,A,6
2330088,SD2201,74,C,1
2330089,SD2401,68,D,4
2330089,IF1101,72,B,1
2330089,SD1202,92,C,3
2330090,SD1201,,C,5
2330090,SD1101,89,C,1
2330090,IF1101,88,C,2
2330091,SD1101,89,C,4
2330091,SD1102,42,B,2
2330091,SD2401,70,C,1
2330092,SD1102,63,A,6
2330092,SD2201,57,D,2
2330092,SD1101,84,D,5
2330093,SD2101,62,E,2
2330093,SD1201,75,A,4
2330093,SD2201,62,C,2
2330094,IF1201,75,C,5
2330094,SD2301,70,C,2
2330094,SD2101,58,E,6
2330095,SD2201,80,B,6
2330095,SD1201,58,B,4
2330095,SD1101,76,A,4
2330096,SD1102,70,B,4
2330096,SD1101,70,A,5
2330096,SI1201,57,A,4
2330097,SD2101,56,A,3
2330097,SD2301,76,B,6
2330097,SD1202,100,C,2
2330098,SD1201,89,C,6
2330098,SD2301,80,D,6
2330098,IF1101,64,E,4
2330099,SD1101,47,B,5
2330099,SD2401,65,E,4
2330099,IF1201,75,A,6
2330100,SD2101,66,E,2
2330100,SI1101,71,E,3
2330100,SD2201,68,E,5
2330101,SD1102,83,C,2
2330101,SI1201,54,A,5
2330101,SI1101,37,E,6
2330102,SD1101,76,A,3
2330102,SD1102,75,C,1
2330102,SD1202,63,C,5
2330103,SD1202,54,D,6
2330103,SD2301,84,C,6
2330103,SD2401,59,D,6
2330104,SD2201,78,C,3
2330104,SD1102,72,B,4
2330104,SD1202,87,C,1
2330105,SD1201,73,C,4
2330105,SD2101,68,A,1
2330105,SI1201,57,C,2
2330106,SD1202,62,B,4
2330106,SI1201,86,C,5
2330106,SD1102,76,B,6
2330107,SD1202,66,A,5
2330107,SI1101,70,E,2
2330107,SD2201,84,C,4
2330108,SD2101,79,E,4
2330108,SD2401,83,A,2
2330108,SI1201,83,C,3
2330109,SD1102,60,C,4
2330109,SI1201,62,C,2
2330109,SD1101,67,B,4
2330110,SI1101,56,C,2
2330110,SD1102,70,A,6
2330110,SD1101,68,A,2
2330111,SD2301,62,B,5
2330111,SD2401,,C,4
2330111,SD1102,87,C,3
2330112,SD1102,86,C,6
2330112,SD2201,58,E,5
2330112,SD1201,65,D,4
2330113,SD2301,72,D,1
2330113,IF1201,74,A,1
2330113,SD1102,66,A,6
2330114,IF1201,76,B,1
2330114,SD2201,66,D,1
2330114,SD1201,77,D,3
2330115,SD2301,,D,2
2330115,IF1201,79,C,5
2330115,SD2401,73,C,3
2330116,SI1201,65,B,1
2330116,SD2101,72,B,3
2330116,SD1102,55,E,6
2330117,IF1201,60,E,2
2330117,IF1101,62,E,4
2330117,SD2101,62,C,1
2330118,SD1101,65,C,5
2330118,IF1201,62,E,3
2330118,SD2201,51,C,3
2330119,IF1201,83,E,4
2330119,SD2301,70,E,4
2330119,SD2201,74,C,5
2330120,IF1201,62,E,2
2330120,SD1201,77,C,2
2330120,SD2401,84,D,6
2330121,SD1101,79,B,5
2330121,SD1201,71,A,3
2330121,SD1202,69,A,1
2330122,SD2301,76,A,2
2330122,SD1101,75,E,6
2330122,SD2401,72,C,3
2330123,IF1201,75,C,4
2330123,SD2301,,C,4
2330123,SD1201,70,C,1
2330124,SD1202,77,B,1
2330124,SD2101,87,C,1
2330124,SD1102,60,D,4
2330125,IF1101,81,D,2
2330125,SD2401,66,D,6
2330125,SD2101,84,E,4
2330126,SD2401,81,C,1
2330126,SD2301,81,B,1
2330126,SD1101,89,C,1
2330127,IF1201,79,A,6
2330127,SI1101,72,B,6
2330127,SD2101,68,B,1
2330128,SD2301,64,E,6
2330128,IF1101,92,C,6
2330128,IF1201,69,D,6
2330129,SD1201,77,E,4
2330129,SI1201,88,C,6
2330129,SD1101,98,C,6
2330130,SD1201,,E,5
2330130,SD2101,69,B,1
2330130,SI1201,75,D,1
2330131,SD1102,80,A,5
2330131,SD2401,68,E,5
2330131,SD2201,77,D,1
2330132,IF1201,83,D,1
2330132,SD1102,87,C,4
2330132,SD2201,70,C,2
2330133,SD2401,50,B,3
2330133,SD1201,74,E,3
2330133,IF1201,65,A,1
2330134,SD1101,58,C,1
2330134,IF1101,91,C,6
2330134,SI1201,85,C,3
2330135,SD1102,,E,3
2330135,SD2301,93,C,3
2330135,SD1201,93,C,3
2330136,SI1201,80,E,3
2330136,IF1201,84,C,3
2330136,SI1101,82,D,1
2330137,SD1102,,D,2
2330137,SI1101,63,E,2
2330137,SD1202,66,A,6
2330138,SD2201,89,C,6
2330138,SD1101,70,E,6
2330138,SD1201,78,B,2
2330139,SD1102,78,A,2
2330139,SD2201,72,C,1
2330139,SD2401,83,E,6
2330140,SD2101,65,C,4
2330140,IF1101,94,C,3
2330140,SI1101,79,B,2
2330141,SD1101,70,E,2
2330141,SD1201,69,D,5
2330141,SD2201,81,A,4
2330142,IF1101,77,B,5
2330142,SD1101,90,C,4
2330142,SD1201,67,B,2
2330143,SD1201,52,E,2
2330143,IF1201,90,C,6
2330143,SD2201,75,D,4
2330144,IF1201,56,E,1
2330144,SD1102,57,D,6
2330144,SI1101,60,E,4
2330145,SD2401,60,D,2
2330145,IF1101,73,B,1
2330145,SD1102,67,D,1
2330146,SI1201,78,B,1
2330146,SI1101,79,E,5
2330146,SD1101,82,B,1
2330147,SD1202,69,C,3
2330147,SD2401,73,E,6
2330147,IF1201,95,C,3
2330148,IF1101,57,C,1
2330148,SI1201,50,D,4
2330148,SD1202,86,C,6
2330149,SI1201,59,C,1
2330149,SD1202,69,B,1
2330149,IF1201,48,D,3
2330150,SD2201,82,E,4
2330150,SD1102,95,C,1
2330150,IF1201,78,C,2
2330151,SD2101,78,D,5
2330151,SI1201,75,C,2
2330151,SD2401,54,D,5
2330152,IF1201,78,A,1
2330152,SD1101,61,C,6
2330152,SD1201,73,E,3
2330153,SD1101,42,C,5
2330153,SD2401,,B,2
2330153,SD1201,84,A,5
2330154,SD1202,,C,2
2330154,SD1201,53,C,3
2330154,SD2401,69,D,5
2330155,SD2301,49,C,3
2330155,SD1202,77,E,2
2330155,SI1201,92,C,4
2330156,SD1101,77,A,3
2330156,SD2301,52,C,1
2330156,IF1101,58,E,1
2330157,SD1101,66,C,3
2330157,SD2101,43,D,3
2330157,SI1101,64,A,3
2330158,SD2301,49,A,6
2330158,SD1201,71,D,4
2330158,SI1201,69,D,4
2330159,IF1101,74,B,2
2330159,SD2301,70,E,6
2330159,IF1201,67,C,1
2330160,SD1102,67,B,4
2330160,SD2101,65,D,5
2330160,SD2301,83,B,6
2330161,SD2301,67,D,3
2330161,SD1201,74,C,4
2330161,SI1101,67,E,2
2330162,SD1101,52,C,2
2330162,SI1201,71,B,5
2330162,SD1201,51,E,2
2330163,SD1202,60,C,5
2330163,IF1101,79,B,5
2330163,SI1101,68,D,2
2330164,SD1102,65,D,5
2330164,SD2201,66,B,5
2330164,SD2301,72,A,1
2330165,SD1202,80,E,1
2330165,SD2301,65,B,5
2330165,IF1101,74,D,6
2330166,SD2301,85,C,1
2330166,SD1202,65,A,2
2330166,SD2101,88,C,1
2330167,IF1201,77,A,4
2330167,SD1101,64,A,2
2330167,SI1201,70,C,5
2330168,SI1201,57,B,2
2330168,SD1101,55,C,1
2330168,SD2201,61,E,4
2330169,SD2301,53,D,1
2330169,IF1101,67,E,2
2330169,SD2101,58,D,2
2330170,IF1201,82,D,1
2330170,SD2401,80,C,4
2330170,SD1202,89,C,4
2330171,SI1201,63,D,5
2330171,SD2301,77,D,4
2330171,IF1101,66,D,5
2330172,SD2301,44,D,2
2330172,SI1201,68,A,2
2330172,IF1201,72,B,1
2330173,SI1201,53,B,3
2330173,SD2101,76,C,4
2330173,IF1201,65,D,2
2330174,SI1201,68,B,1
2330174,SD1101,86,C,1
2330174,SD1102,82,E,5
2330175,SD2301,78,A,2
2330175,SD2201,74,D,4
2330175,SD2101,58,E,3
2330176,SD2301,,A,5
2330176,SD1102,54,D,5
2330176,IF1201,82,E,3
2330177,SD1102,75,C,4
2330177,SI1201,62,B,4
2330177,SD2301,73,A,4
2330178,SI1101,70,A,5
2330178,IF1101,85,C,6
2330178,SD2401,87,C,2
2330179,SD1102,85,C,3
2330179,SD2201,73,B,6
2330179,SI1101,68,D,1
2330180,IF1101,70,A,5
2330180,SD2401,73,A,6
2330180,SD2101,43,D,2
2330181,SI1201,64,A,2
2330181,SD2401,74,E,3
2330181,SD2101,67,B,6
2330182,IF1201,100,C,5
2330182,SD2401,77,B,4
2330182,SD1202,74,C,5
2330183,SD1102,91,C,1
2330183,SI1201,56,C,5
2330183,SD2401,76,D,5
2330184,SD2401,47,D,1
2330184,SD2201,69,A,6
2330184,SD2301,93,C,4
2330185,SD1102,87,C,6
2330185,SI1101,61,A,6
2330185,SD2401,63,A,3
2330186,IF1101,79,C,2
2330186,SI1101,55,C,4
2330186,SD1201,79,C,1
2330187,IF1101,70,B,6
2330187,IF1201,68,A,5
2330187,SD1201,84,A,3
2330188,SD2301,68,D,5
2330188,SI1201,52,B,4
2330188,SD1101,68,E,4
2330189,SD1201,44,A,5
2330189,SD2301,81,B,4
2330189,IF1101,71,C,2
2330190,SD1101,80,A,2
2330190,SD2301,75,E,2
2330190,SI1201,85,C,3
2330191,SD1201,70,A,5
2330191,SD2201,72,A,6
2330191,SD1202,71,B,6
2330192,SD1102,58,A,1
2330192,SI1101,70,C,4
2330192,IF1201,57,E,6
2330193,SD2201,66,E,6
2330193,SD1102,55,C,6
2330193,SD1201,68,C,1
2330194,SD2401,61,A,6
2330194,SI1201,64,E,5
2330194,IF1201,71,E,1
2330195,SD2301,62,D,4
2330195,SD1102,,C,5
2330195,SD2201,59,C,3
2330196,SD2401,60,A,1
2330196,SD1201,87,C,6
2330196,SD2101,87,C,3
2330197,SD1201,79,A,6
2330197,SI1101,91,C,3
2330197,SI1201,74,E,6
2330198,IF1101,55,B,4
2330198,SD2101,67,D,4
2330198,SD2301,71,B,5
2330199,SI1201,89,C,4
2330199,IF1201,78,D,4
2330199,SD1202,82,D,2
2330200,SD2301,80,E,3
2330200,IF1101,91,C,1
2330200,SD2101,76,A,6
2330201,SD2401,71,A,5
2330201,SD2301,73,D,3
2330201,SD1101,67,D,2
2330202,SD2201,60,B,5
2330202,SD2101,69,B,1
2330202,IF1101,72,B,3
2330203,SI1201,54,C,2
2330203,SD1101,72,D,5
2330203,SD1201,58,E,3
2330204,SD1201,61,C,6
2330204,SI1201,96,C,6
2330204,SD1202,58,C,5
2330205,SD1202,84,E,2
2330205,IF1201,51,E,5
2330205,SD1102,71,C,3
2330206,SD1202,88,C,2
2330206,IF1201,69,D,4
2330206,SD1102,65,D,4
2330207,IF1101,60,A,4
2330207,SD1202,76,C,2
2330207,SD2301,71,B,5
2330208,SD1101,49,C,2
2330208,SD2101,51,E,3
2330208,SD2201,74,C,2
2330209,SD1102,,C,2
2330209,SI1101,67,E,3
2330209,SD2201,89,C,2
2330210,SD1202,81,A,1
2330210,SI1101,,E,6
2330210,SD1101,82,E,5
2330211,SD1102,82,D,3
2330211,SI1201,82,C,3
2330211,IF1201,,B,2
2330212,SD2201,75,E,2
2330212,SD1102,73,E,2
2330212,SD2301,57,A,6
2330213,SI1201,66,D,1
2330213,SD1201,59,C,6
2330213,SD1202,72,C,3
2330214,SI1201,64,E,5
2330214,SD2301,60,B,5
2330214,IF1101,65,C,6
2330215,SD1101,62,C,5
2330215,SI1101,60,B,5
2330215,SD2401,81,E,1
2330216,SD2101,84,A,4
2330216,IF1201,83,A,3
2330216,SD1101,89,C,6
2330217,SI1201,82,B,5
2330217,SD2301,73,B,1
2330217,SD2101,75,C,6
2330218,SD2201,51,C,2
2330218,SD1102,75,E,2
2330218,SI1101,80,D,4
2330219,SD1201,87,C,1
2330219,SD2101,78,D,3
2330219,SD1101,84,E,6
2330220,SI1201,78,E,4
2330220,SD2101,58,A,4
2330220,SD1101,92,C,6
2330221,SD1201,62,E,2
2330221,IF1101,60,A,5
2330221,SD2301,88,C,6
2330222,SD2101,69,D,1
2330222,SD1201,66,E,5
2330222,SI1201,67,D,3
2330223,SD2101,66,D,4
2330223,SD2201,72,E,4
2330223,SD2301,100,C,4
2330224,SD2201,71,D,2
2330224,SI1201,75,A,4
2330224,SD1202,72,A,3
2330225,SD2101,89,C,4
2330225,SD1202,70,D,5
2330225,IF1101,89,C,5
2330226,SD2301,58,E,1
2330226,SD2401,57,B,2
2330226,SD2201,79,C,4
2330227,SD1202,67,C,2
2330227,SD2101,,B,3
2330227,IF1201,65,B,5
2330228,SD1102,66,A,6
2330228,SI1101,62,C,1
2330228,SD1202,74,A,3
2330229,IF1201,64,D,2
2330229,SD2201,68,A,5
2330229,SD1101,70,B,5
2330230,SD1101,80,E,4
2330230,SI1201,,C,1
2330230,SD2201,62,A,2
2330231,SD2201,86,C,6
2330231,IF1201,,C,1
2330231,SD1102,58,A,5
2330232,SD1201,80,E,4
2330232,SI1201,73,A,5
2330232,SD2201,58,A,3
2330233,SD2401,75,A,5
2330233,SD2101,54,C,4
2330233,SD1102,72,A,4
2330234,SD2301,71,B,4
2330234,SD1101,71,C,1
2330234,IF1101,62,A,3
2330235,SD1101,74,E,5
2330235,SD1202,93,C,6
2330235,SD1201,81,C,6
2330236,SD2101,68,B,2
2330236,SD2201,48,D,2
2330236,SD2401,100,C,4
2330237,SD1202,74,E,4
2330237,SD2301,65,E,5
2330237,SD2101,76,E,5
2330238,SD1202,55,C,6
2330238,SD1102,89,C,1
2330238,SD1201,86,C,6
2330239,IF1101,51,D,6
2330239,SD2101,71,E,2
2330239,SD2401,67,E,6
2330240,SD2301,79,E,2
2330240,SD1101,88,C,4
2330240,SI1101,75,C,6
2330241,IF1201,50,B,2
2330241,SD2401,71,C,2
2330241,SD1202,65,B,4
2330242,SI1201,76,B,3
2330242,IF1101,59,C,2
2330242,SD1102,79,C,2
2330243,SD2401,81,E,2
2330243,IF1201,73,E,1
2330243,IF1101,65,C,4
2330244,IF1101,63,B,1
2330244,SD2201,76,A,1
2330244,SD2401,85,C,4
2330245,SD2101,78,E,6
2330245,SI1101,76,E,5
2330245,SD1101,70,C,1
2330246,SD2401,,D,1
2330246,SD2101,80,A,5
2330246,SD1102,65,E,4
2330247,SD1202,71,A,6
2330247,IF1201,80,C,3
2330247,SD2201,71,E,3
2330248,SI1101,68,C,3
2330248,SD2301,73,B,3
2330248,SD1101,52,A,1
2330249,IF1201,75,C,4
2330249,SI1201,46,D,3
2330249,SD2201,75,D,6
2330250,SD1101,65,E,6
2330250,IF1201,74,A,1
2330250,SD1102,68,D,6
2330251,SD1202,84,A,2
2330251,SD1201,65,D,2
2330251,SD1102,81,B,1
2330252,IF1201,82,D,3
2330252,SD1201,45,D,1
2330252,SD1202,87,C,1
2330253,SD1101,68,D,2
2330253,SD2401,58,C,6
2330253,SI1201,80,E,6
2330254,SD1102,76,B,6
2330254,IF1201,83,A,3
2330254,SD2301,74,C,2
2330255,SD1201,59,A,1
2330255,SD1202,67,D,5
2330255,SI1201,83,A,3
2330256,SD2101,61,E,5
2330256,SD2301,70,D,1
2330256,SD2201,61,D,4
2330257,SD1101,82,D,2
2330257,SI1201,71,B,3
2330257,SD2401,65,C,3
2330258,SD2101,73,D,3
2330258,SD2401,94,C,5
2330258,SI1201,47,A,2
2330259,IF1201,89,C,5
2330259,SD1201,64,D,4
2330259,SI1101,75,D,4
2330260,SD1201,86,C,3
2330260,SD2201,88,C,3
2330260,IF1201,80,D,4
2330261,SD2301,56,E,6
2330261,SI1201,70,B,1
2330261,SD2101,51,D,1
2330262,SD1202,71,B,6
2330262,IF1201,99,C,4
2330262,SD1102,73,D,1
2330263,SD2201,53,B,3
2330263,SI1101,75,D,1
2330263,SD1101,92,C,1
2330264,SD1102,58,C,4
2330264,SI1101,95,C,4
2330264,SD1201,50,E,6
2330265,SD2101,44,A,5
2330265,IF1101,64,A,3
2330265,IF1201,76,A,4
2330266,SD1202,73,E,6
2330266,SI1201,57,C,1
2330266,SD2401,57,C,2
2330267,IF1201,81,D,1
2330267,SD1201,75,D,4
2330267,SD1202,71,A,4
2330268,SD1201,53,E,5
2330268,SD2401,,A,4
2330268,SI1201,63,C,4
2330269,SI1101,68,B,4
2330269,SD1201,47,E,5
2330269,SD2201,82,D,4
2330270,SD1201,93,C,3
2330270,IF1101,65,C,2
2330270,SD2101,91,C,1
2330271,SD1101,56,C,5
2330271,SD1202,55,C,1
