item_id,transaction_id,product_id,qty,harga_satuan,diskon
ITM-0027433,TRX-C250811-1583,PRD-0094,3,22000,2000
ITM-0027434,TRX-C250811-2250,PRD-0100,1,28000,0
ITM-0027435,TRX-C250811-2250,PRD-0099,1,45000,0
ITM-0027436,TRX-C250811-4326,PRD-0025,1,20000,2000
ITM-0027437,TRX-C250811-8628,PRD-0057,2,16500,0
ITM-0027438,TRX-C250811-8628,PRD-0003,1,45000,2000
ITM-0027439,TRX-C250812-1826,PRD-0106,1,45000,2000
ITM-0027440,TRX-C250812-1826,PRD-0037,1,20000,2000
ITM-0027441,TRX-C250812-1826,PRD-0114,1,25000,0
ITM-0027442,TRX-C250812-3460,PRD-0098,2,19800,0
ITM-0027443,TRX-C250812-3986,PRD-0033,1,15000,0
ITM-0027444,TRX-C250812-3986,PRD-0009,3,12000,0
ITM-0027445,TRX-C250812-1151,PRD-0094,1,22000,2000
ITM-0027446,TRX-C250812-1151,PRD-0041,2,13200,2000
ITM-0027447,TRX-C250812-1151,PRD-0081,1,28000,5000
ITM-0027448,TRX-C250812-7229,PRD-0027,2,25000,0
ITM-0027449,TRX-C250812-6345,PRD-0107,1,15000,0
ITM-0027450,TRX-C250812-4465,PRD-0010,2,45000,1000
ITM-0027451,TRX-C250812-4465,PRD-0016,1,19800,1000
ITM-0027452,TRX-C250812-4465,PRD-0016,2,19800,0
ITM-0027453,TRX-C250812-3558,PRD-0049,3,22000,0
ITM-0027454,TRX-C250812-3558,PRD-0095,1,20000,2000
ITM-0027455,TRX-C250812-3558,PRD-0027,2,25000,0
ITM-0027456,TRX-C250812-4769,PRD-0015,1,15000,5000
ITM-0027457,TRX-C250812-5267,PRD-0108,3,27500,2000
ITM-0027458,TRX-C250812-5267,PRD-0082,2,18000,0
ITM-0027459,TRX-C250812-1330,PRD-0105,1,12000,0
ITM-0027460,TRX-C250812-7926,PRD-0068,1,20000,5000
ITM-0027461,TRX-C250812-5034,PRD-0031,2,22000,0
ITM-0027462,TRX-C250812-5034,PRD-0084,1,28000,0
ITM-0027463,TRX-C250812-5034,PRD-0088,3,45000,1000
ITM-0027464,TRX-C250812-1352,PRD-0012,1,25000,5000
ITM-0027465,TRX-C250812-3756,PRD-0101,1,28000,1000
ITM-0027466,TRX-C250812-7036,PRD-0071,1,20000,5000
ITM-0027467,TRX-C250812-7036,PRD-0052,-1,20000,1000
ITM-0027468,TRX-C250813-9032,PRD-0084,3,28000,5000
ITM-0027469,TRX-C250813-9128,PRD-0047,3,22000,2000
ITM-0027470,TRX-C250813-9128,PRD-0064,2,35200,0
ITM-0027471,TRX-C250813-5549,PRD-0020,2,13200,0
ITM-0027472,TRX-C250813-5549,PRD-0052,1,20000,0
ITM-0027473,TRX-C250813-3448,PRD-0066,2,25000,0
ITM-0027474,TRX-C250813-3448,PRD-0098,1,19800,0
ITM-0027475,TRX-C250813-4650,PRD-0078,1,20000,2000
ITM-0027476,TRX-C250813-5158,PRD-0039,3,22000,0
ITM-0027477,TRX-C250813-5158,PRD-0047,2,22000,0
ITM-0027478,TRX-C250813-5158,PRD-0010,2,45000,5000
ITM-0027479,TRX-C250813-5994,PRD-0109,2,32000,5000
ITM-0027480,TRX-C250813-5994,PRD-0064,1,35200,0
ITM-0027481,TRX-C250813-1787,PRD-0102,1,15000,0
ITM-0027482,TRX-C250813-5480,PRD-0109,2,32000,1000
ITM-0027483,TRX-C250813-8888,PRD-0089,1,25000,0
ITM-0027484,TRX-C250813-8888,PRD-0087,1,12000,2000
ITM-0027485,TRX-C250813-8888,PRD-0007,3,32000,2000
ITM-0027486,TRX-C250813-7047,PRD-0026,2,18000,1000
ITM-0027487,TRX-C250813-9709,PRD-0051,1,28000,0
ITM-0027488,TRX-C250813-9709,PRD-0111,1,18000,5000
ITM-0027489,TRX-C250813-2431,PRD-0016,2,19800,0
ITM-0027490,TRX-C250813-2431,PRD-0007,3,32000,2000
ITM-0027491,TRX-C250813-9132,PRD-0060,1,12000,5000
ITM-0027492,TRX-C250813-9132,PRD-0054,3,15000,2000
ITM-0027493,TRX-C250813-9132,PRD-0067,2,22000,0
ITM-0027494,TRX-C250813-8347,PRD-0051,3,28000,0
ITM-0027495,TRX-C250813-5897,PRD-0097,1,18000,5000
ITM-0027496,TRX-C250813-1511,PRD-0108,1,27500,1000
ITM-0027497,TRX-C250813-9962,PRD-0118,2,22000,0
ITM-0027498,TRX-C250813-9962,PRD-0117,1,12000,0
ITM-0027499,TRX-C250813-9962,PRD-0059,3,13200,0
ITM-0027500,TRX-C250813-9905,PRD-0034,1,45000,0
ITM-0027501,TRX-C250813-9905,PRD-0043,3,12000,1000
ITM-0027502,TRX-C250813-9905,PRD-0119,3,49500,0
ITM-0027503,TRX-C250813-7718,PRD-0095,3,20000,2000
ITM-0027504,TRX-C250813-7718,PRD-0037,3,20000,0
ITM-0027505,TRX-C250813-7718,PRD-0074,1,45000,0
ITM-0027506,TRX-C250813-9274,PRD-0045,1,12000,0
ITM-0027507,TRX-C250814-3492,PRD-0039,2,22000,1000
ITM-0027508,TRX-C250814-3492,PRD-0037,2,20000,5000
ITM-0027509,TRX-C250814-3492,PRD-0058,1,35200,0
ITM-0027510,TRX-C250814-6940,PRD-0079,2,32000,5000
ITM-0027511,TRX-C250814-6940,PRD-0100,2,28000,2000
ITM-0027512,TRX-C250814-6940,PRD-0072,2,20000,2000
ITM-0027513,TRX-C250814-5051,PRD-0047,1,22000,0
ITM-0027514,TRX-C250814-2782,PRD-0086,1,32000,5000
ITM-0027515,TRX-C250814-2782,PRD-0094,3,22000,5000
ITM-0027516,TRX-C250814-8926,PRD-0010,1,45000,0
ITM-0027517,TRX-C250814-1224,PRD-0092,1,32000,0
ITM-0027518,TRX-C250814-5732,PRD-0105,3,12000,5000
ITM-0027519,TRX-C250814-5732,PRD-0040,1,22000,0
ITM-0027520,TRX-C250814-2415,PRD-0067,3,22000,0
ITM-0027521,TRX-C250814-2415,PRD-0033,1,15000,0
ITM-0027522,TRX-C250814-2415,PRD-0069,2,35200,0
ITM-0027523,TRX-C250814-3856,PRD-0082,1,18000,1000
ITM-0027524,TRX-C250814-6328,PRD-0080,3,28000,0
ITM-0027525,TRX-C250814-3148,PRD-0099,2,45000,0
ITM-0027526,TRX-C250814-5112,PRD-0050,2,32000,0
ITM-0027527,TRX-C250815-9962,PRD-0102,2,15000,0
ITM-0027528,TRX-C250815-9962,PRD-0057,1,16500,1000
ITM-0027529,TRX-C250815-1593,PRD-0094,3,22000,2000
ITM-0027530,TRX-C250815-1593,PRD-0053,1,45000,2000
ITM-0027531,TRX-C250815-1593,PRD-0093,3,49500,0
ITM-0027532,TRX-C250815-7271,PRD-0021,1,32000,5000
ITM-0027533,TRX-C250815-7271,PRD-0002,1,12000,1000
ITM-0027534,TRX-C250815-4827,PRD-0037,1,20000,0
ITM-0027535,TRX-C250815-6392,PRD-0016,1,19800,5000
ITM-0027536,TRX-C250815-6392,PRD-0064,1,35200,5000
ITM-0027537,TRX-C250815-5776,PRD-0005,1,12000,0
ITM-0027538,TRX-C250815-5776,PRD-0099,1,45000,2000
ITM-0027539,TRX-C250815-5776,PRD-0036,1,22000,2000
ITM-0027540,TRX-C250815-4701,PRD-0039,2,22000,0
ITM-0027541,TRX-C250815-7387,PRD-0088,1,45000,5000
ITM-0027542,TRX-C250815-7387,PRD-0061,1,30800,0
ITM-0027543,TRX-C250816-9616,PRD-0102,1,15000,1000
ITM-0027544,TRX-C250816-9616,PRD-0039,1,22000,1000
ITM-0027545,TRX-C250816-9616,PRD-0088,1,45000,0
ITM-0027546,TRX-C250816-4137,PRD-0012,2,25000,0
ITM-0027547,TRX-C250816-4137,PRD-0064,1,35200,5000
ITM-0027548,TRX-C250816-4137,PRD-0027,2,25000,5000
ITM-0027549,TRX-C250816-2088,PRD-0118,1,22000,2000
ITM-0027550,TRX-C250816-2088,PRD-0050,1,32000,0
ITM-0027551,TRX-C250816-7711,PRD-0113,3,15000,1000
ITM-0027552,TRX-C250816-6859,PRD-0071,2,20000,0
ITM-0027553,TRX-C250816-4106,PRD-0042,2,45000,5000
ITM-0027554,TRX-C250816-4106,PRD-0118,1,22000,0
ITM-0027555,TRX-C250816-8370,PRD-0062,2,18000,5000
ITM-0027556,TRX-C250816-6996,PRD-0016,2,19800,5000
ITM-0027557,TRX-C250816-1898,PRD-0104,2,12000,0
ITM-0027558,TRX-C250816-1898,PRD-0037,2,20000,0
ITM-0027559,TRX-C250816-1898,PRD-0025,1,20000,5000
ITM-0027560,TRX-C250816-8612,PRD-0088,1,45000,5000
ITM-0027561,TRX-C250816-8612,PRD-0022,2,19800,2000
ITM-0027562,TRX-C250816-1553,PRD-0099,1,45000,0
ITM-0027563,TRX-C250816-1553,PRD-0046,1,32000,2000
ITM-0027564,TRX-C250816-2086,PRD-0095,2,20000,0
ITM-0027565,TRX-C250816-4062,PRD-0094,2,22000,0
ITM-0027567,TRX-C250816-7265,PRD-0098,2,19800,2000
ITM-0027568,TRX-C250816-7265,PRD-0019,3,25000,0
ITM-0027569,TRX-C250816-7265,PRD-0106,1,45000,2000
ITM-0027570,TRX-C250816-4173,PRD-0081,2,28000,0
ITM-0027571,TRX-C250817-1992,PRD-0018,1,28000,0
ITM-0027572,TRX-C250817-1992,PRD-0066,1,25000,1000
ITM-0027573,TRX-C250817-3172,PRD-0048,1,30800,0
ITM-0027574,TRX-C250817-3172,PRD-0102,1,15000,0
ITM-0027575,TRX-C250817-3172,PRD-0103,1,28000,5000
ITM-0027576,TRX-C250817-7084,PRD-0104,2,12000,2000
ITM-0027577,TRX-C250817-7084,PRD-0005,2,12000,0
ITM-0027578,TRX-C250817-2259,PRD-0008,-1,12000,0
ITM-0027579,TRX-C250817-6761,PRD-0075,1,15000,0
ITM-0027580,TRX-C250817-6761,PRD-0063,1,22000,5000
ITM-0027581,TRX-C250817-3635,PRD-0095,1,20000,0
ITM-0027582,TRX-C250817-3635,PRD-0094,1,22000,0
ITM-0027583,TRX-C250817-7890,PRD-0016,1,19800,0
ITM-0027584,TRX-C250817-7890,PRD-0083,1,22000,1000
ITM-0027585,TRX-C250817-4986,PRD-0021,1,32000,2000
ITM-0027586,TRX-C250817-6337,PRD-0120,1,15000,1000
ITM-0027587,TRX-C250817-8157,PRD-0063,1,22000,0
ITM-0027588,TRX-C250817-8157,PRD-0081,2,28000,1000
ITM-0027589,TRX-C250817-8157,PRD-0033,2,15000,1000
ITM-0027590,TRX-C250817-3733,PRD-0109,3,32000,0
ITM-0027591,TRX-C250817-3733,PRD-0093,2,49500,0
ITM-0027592,TRX-C250817-8985,PRD-0087,2,12000,2000
ITM-0027593,TRX-C250817-8985,PRD-0061,1,30800,0
ITM-0027594,TRX-C250817-1004,PRD-0030,2,32000,0
ITM-0027595,TRX-C250817-1004,PRD-0099,3,45000,0
ITM-0027596,TRX-C250817-1004,PRD-0117,1,12000,0
ITM-0027597,TRX-C250817-7096,PRD-0054,2,15000,0
ITM-0027598,TRX-C250818-5563,PRD-0080,2,28000,0
ITM-0027599,TRX-C250818-6201,PRD-0003,1,45000,0
ITM-0027600,TRX-C250818-6201,PRD-0107,2,15000,0
ITM-0027601,TRX-C250818-6201,PRD-0063,1,22000,1000
ITM-0027602,TRX-C250818-5561,PRD-0025,2,20000,5000
ITM-0027603,TRX-C250818-5561,PRD-0061,1,30800,0
ITM-0027604,TRX-C250818-5159,PRD-0044,1,32000,0
ITM-0027605,TRX-C250818-5159,PRD-0030,3,32000,0
ITM-0027606,TRX-C250818-7958,PRD-0101,2,28000,5000
ITM-0027607,TRX-C250818-7958,PRD-0042,2,45000,0
ITM-0027608,TRX-C250818-7958,PRD-0026,2,18000,2000
ITM-0027609,TRX-C250818-3090,PRD-0081,2,28000,0
ITM-0027610,TRX-C250818-3090,PRD-0100,1,28000,0
ITM-0027611,TRX-C250818-3090,PRD-0017,2,19800,5000
ITM-0027612,TRX-C250818-6591,PRD-0046,1,32000,2000
ITM-0027613,TRX-C250818-6591,PRD-0075,3,15000,0
ITM-0027614,TRX-C250818-9046,PRD-0057,1,16500,2000
ITM-0027615,TRX-C250818-9046,PRD-0003,3,45000,1000
ITM-0027616,TRX-C250818-9046,PRD-0078,1,20000,0
ITM-0027617,TRX-C250818-7724,PRD-0018,1,28000,0
ITM-0027618,TRX-C250818-7724,PRD-0045,2,12000,5000
ITM-0027619,TRX-C250818-7724,PRD-0116,2,49500,0
ITM-0027620,TRX-C250818-6893,PRD-0039,3,22000,2000
ITM-0027621,TRX-C250818-6893,PRD-0103,1,28000,1000
ITM-0027622,TRX-C250818-6893,PRD-0065,1,45000,0
ITM-0027623,TRX-C250818-1157,PRD-0104,1,12000,0
ITM-0027624,TRX-C250818-1157,PRD-0093,3,49500,0
ITM-0027625,TRX-C250818-3479,PRD-0115,2,18000,0
ITM-0027626,TRX-C250818-3479,PRD-0004,1,20000,5000
ITM-0027627,TRX-C250818-4801,PRD-0098,1,19800,0
ITM-0027628,TRX-C250818-9055,PRD-0047,1,22000,0
ITM-0027629,TRX-C250818-9055,PRD-0119,1,49500,2000
ITM-0027630,TRX-C250818-9055,PRD-0068,2,20000,0
ITM-0027631,TRX-C250818-4529,PRD-0036,1,22000,0
ITM-0027632,TRX-C250818-4529,PRD-0099,1,45000,0
ITM-0027633,TRX-C250818-4529,PRD-0110,2,20000,1000
ITM-0027634,TRX-C250818-7378,PRD-0085,3,18000,0
ITM-0027638,TRX-C250819-4631,PRD-0108,1,27500,1000
ITM-0027639,TRX-C250819-6155,PRD-0116,2,49500,2000
ITM-0027640,TRX-C250819-6155,PRD-0076,1,22000,0
ITM-0027641,TRX-C250819-2779,PRD-0118,1,22000,0
ITM-0027642,TRX-C250819-2779,PRD-0059,2,13200,0
ITM-0027643,TRX-C250819-4139,PRD-0020,2,13200,0
ITM-0027644,TRX-C250819-4139,PRD-0007,1,32000,0
ITM-0027645,TRX-C250819-1055,PRD-0064,2,35200,1000
ITM-0027646,TRX-C250819-1055,PRD-0013,1,12000,2000
ITM-0027647,TRX-C250819-4223,PRD-0036,3,22000,0
ITM-0027648,TRX-C250819-3301,PRD-0001,2,25000,1000
ITM-0027649,TRX-C250819-2504,PRD-0016,3,19800,2000
ITM-0027650,TRX-C250819-3720,PRD-0071,1,20000,0
ITM-0027651,TRX-C250819-4382,PRD-0103,3,28000,1000
ITM-0027652,TRX-C250819-6426,PRD-0114,1,25000,5000
ITM-0027653,TRX-C250819-6426,PRD-0092,1,32000,1000
ITM-0027654,TRX-C250819-3822,PRD-0044,3,32000,2000
ITM-0027655,TRX-C250820-1797,PRD-0080,2,28000,2000
ITM-0027656,TRX-C250820-1138,PRD-0032,3,32000,1000
ITM-0027657,TRX-C250820-1280,PRD-0119,-1,49500,1000
ITM-0027658,TRX-C250820-1280,PRD-0023,1,22000,0
ITM-0027659,TRX-C250820-1280,PRD-0096,2,18000,5000
ITM-0027660,TRX-C250820-9632,PRD-0083,1,22000,0
ITM-0027661,TRX-C250820-9632,PRD-0120,2,15000,0
ITM-0027662,TRX-C250820-9632,PRD-0095,1,20000,1000
ITM-0027663,TRX-C250820-3033,PRD-0115,1,18000,0
ITM-0027664,TRX-C250820-3033,PRD-0058,2,35200,2000
ITM-0027665,TRX-C250820-7800,PRD-0109,3,32000,0
ITM-0027666,TRX-C250820-7800,PRD-0030,2,32000,1000
ITM-0027667,TRX-C250820-7800,PRD-0073,2,20000,1000
ITM-0027668,TRX-C250820-7965,PRD-0069,1,35200,1000
ITM-0027669,TRX-C250820-7965,PRD-0091,1,28000,0
ITM-0027670,TRX-C250820-7965,PRD-0022,2,19800,2000
ITM-0027671,TRX-C250820-8095,PRD-0007,-1,32000,2000
ITM-0027672,TRX-C250820-5574,PRD-0004,2,20000,0
ITM-0027673,TRX-C250820-4627,PRD-0089,2,25000,0
ITM-0027674,TRX-C250820-7021,PRD-0118,2,22000,0
ITM-0027675,TRX-C250820-6181,PRD-0007,1,32000,0
ITM-0027676,TRX-C250820-7697,PRD-0024,1,12000,0
ITM-0027677,TRX-C250820-7697,PRD-0046,3,32000,5000
ITM-0027678,TRX-C250820-9519,PRD-0075,1,15000,0
ITM-0027679,TRX-C250820-9519,PRD-0042,2,45000,0
ITM-0027680,TRX-C250820-9519,PRD-0096,1,18000,5000
ITM-0027681,TRX-C250820-8352,PRD-0094,1,22000,0
ITM-0027682,TRX-C250820-8352,PRD-0034,2,45000,0
ITM-0027683,TRX-C250820-8352,PRD-0059,1,13200,2000
ITM-0027684,TRX-C250820-7624,PRD-0086,1,32000,1000
ITM-0027685,TRX-C250820-1645,PRD-0044,1,32000,5000
ITM-0027686,TRX-C250820-1645,PRD-0070,1,32000,1000
ITM-0027688,TRX-C250821-2828,PRD-0043,1,12000,0
ITM-0027689,TRX-C250821-2828,PRD-0074,3,45000,0
ITM-0027690,TRX-C250821-2828,PRD-0073,1,20000,1000
ITM-0027691,TRX-C250821-6620,PRD-0042,3,45000,0
ITM-0027692,TRX-C250821-7016,PRD-0015,3,15000,0
ITM-0027693,TRX-C250821-7016,PRD-0018,2,28000,0
ITM-0027694,TRX-C250821-7016,PRD-0095,1,20000,5000
ITM-0027695,TRX-C250821-9235,PRD-0036,3,22000,2000
ITM-0027696,TRX-C250821-9235,PRD-0120,1,15000,5000
ITM-0027697,TRX-C250821-8152,PRD-0004,1,20000,0
ITM-0027698,TRX-C250821-2489,PRD-0044,1,32000,0
ITM-0027699,TRX-C250821-2489,PRD-0051,2,28000,0
ITM-0027700,TRX-C250821-2489,PRD-0044,2,32000,0
ITM-0027701,TRX-C250821-9795,PRD-0076,3,22000,0
ITM-0027702,TRX-C250821-8782,PRD-0069,2,35200,2000
ITM-0027703,TRX-C250821-5855,PRD-0007,2,32000,5000
ITM-0027704,TRX-C250821-5855,PRD-0101,1,28000,0
ITM-0027705,TRX-C250821-5855,PRD-0064,3,35200,0
ITM-0027706,TRX-C250821-6254,PRD-0053,3,45000,0
ITM-0027707,TRX-C250821-6254,PRD-0039,2,22000,0
ITM-0027708,TRX-C250821-6254,PRD-0061,1,30800,2000
ITM-0027709,TRX-C250822-9059,PRD-0049,1,22000,2000
ITM-0027710,TRX-C250822-9059,PRD-0065,2,45000,0
ITM-0027711,TRX-C250822-5887,PRD-0066,1,25000,2000
ITM-0027712,TRX-C250822-5887,PRD-0028,1,35200,1000
ITM-0027713,TRX-C250822-9123,PRD-0091,1,28000,0
ITM-0027714,TRX-C250822-9123,PRD-0064,1,35200,5000
ITM-0027715,TRX-C250822-4619,PRD-0111,2,18000,2000
ITM-0027716,TRX-C250822-3549,PRD-0046,2,32000,0
ITM-0027717,TRX-C250822-3549,PRD-0001,2,25000,0
ITM-0027718,TRX-C250822-4330,PRD-0092,3,32000,5000
ITM-0027719,TRX-C250822-9425,PRD-0056,1,45000,0
ITM-0027720,TRX-C250822-9425,PRD-0102,3,15000,0
ITM-0027721,TRX-C250822-9463,PRD-0032,1,32000,2000
ITM-0027722,TRX-C250822-9463,PRD-0046,2,32000,0
ITM-0027723,TRX-C250822-9463,PRD-0043,2,12000,5000
ITM-0027724,TRX-C250822-9165,PRD-0055,2,20000,1000
ITM-0027725,TRX-C250822-9165,PRD-0046,2,32000,0
ITM-0027726,TRX-C250822-3957,PRD-0065,1,45000,0
ITM-0027727,TRX-C250822-3957,PRD-0059,1,13200,5000
ITM-0027728,TRX-C250822-3957,PRD-0018,3,28000,5000
ITM-0027729,TRX-C250822-3161,PRD-0118,2,22000,1000
ITM-0027730,TRX-C250822-9492,PRD-0084,2,28000,0
ITM-0027731,TRX-C250822-9492,PRD-0099,1,45000,0
ITM-0027732,TRX-C250822-2440,PRD-0087,3,12000,0
ITM-0027733,TRX-C250822-2440,PRD-0021,3,32000,5000
ITM-0027734,TRX-C250822-2440,PRD-0094,1,22000,0
ITM-0027735,TRX-C250822-2659,PRD-0006,2,20000,1000
ITM-0027736,TRX-C250822-2659,PRD-0052,2,20000,0
ITM-0027737,TRX-C250822-2659,PRD-0049,2,22000,1000
ITM-0027738,TRX-C250822-2397,PRD-0086,1,32000,5000
ITM-0027739,TRX-C250822-2397,PRD-0090,2,18000,0
ITM-0027740,TRX-C250822-2397,PRD-0032,1,32000,1000
ITM-0027741,TRX-C250822-6451,PRD-0034,3,45000,2000
ITM-0027742,TRX-C250822-5680,PRD-0055,2,20000,0
ITM-0027743,TRX-C250822-4706,PRD-0071,3,20000,2000
ITM-0027744,TRX-C250822-4706,PRD-0077,1,22000,2000
ITM-0027745,TRX-C250822-5114,PRD-0003,1,45000,2000
ITM-0027746,TRX-C250822-5114,PRD-0114,1,25000,2000
ITM-0027747,TRX-C250822-5114,PRD-0088,1,45000,2000
ITM-0027748,TRX-C250822-7269,PRD-0047,2,22000,2000
ITM-0027749,TRX-C250822-7269,PRD-0022,3,19800,1000
ITM-0027750,TRX-C250823-3845,PRD-0016,1,19800,0
ITM-0027751,TRX-C250823-1551,PRD-0057,2,16500,2000
ITM-0027752,TRX-C250823-1551,PRD-0015,3,15000,0
ITM-0027753,TRX-C250823-1551,PRD-0111,2,18000,5000
ITM-0027754,TRX-C250823-3544,PRD-0031,1,22000,1000
ITM-0027755,TRX-C250823-3544,PRD-0011,1,28000,5000
ITM-0027756,TRX-C250823-4780,PRD-0011,3,28000,1000
ITM-0027757,TRX-C250823-4780,PRD-0098,1,19800,0
ITM-0027758,TRX-C250823-4780,PRD-0105,2,12000,0
ITM-0027759,TRX-C250823-6335,PRD-0097,3,18000,5000
ITM-0027760,TRX-C250823-6335,PRD-0006,1,20000,0
ITM-0027761,TRX-C250823-1199,PRD-0002,3,12000,0
ITM-0027762,TRX-C250823-1199,PRD-0023,1,22000,5000
ITM-0027763,TRX-C250823-1199,PRD-0028,2,35200,5000
ITM-0027764,TRX-C250823-6126,PRD-0081,1,28000,1000
ITM-0027765,TRX-C250823-6126,PRD-0057,1,16500,5000
ITM-0027766,TRX-C250823-6126,PRD-0029,2,32000,5000
ITM-0027767,TRX-C250823-1236,PRD-0081,1,28000,5000
ITM-0027768,TRX-C250823-1236,PRD-0034,1,45000,0
ITM-0027769,TRX-C250823-9686,PRD-0108,1,27500,2000
ITM-0027770,TRX-C250823-9686,PRD-0088,-1,45000,0
ITM-0027771,TRX-C250823-2032,PRD-0108,2,27500,0
ITM-0027772,TRX-C250823-2032,PRD-0073,3,20000,0
ITM-0027773,TRX-C250823-5932,PRD-0019,2,25000,2000
ITM-0027774,TRX-C250823-5932,PRD-0079,3,32000,0
ITM-0027775,TRX-C250823-5932,PRD-0014,2,15000,0
ITM-0027776,TRX-C250823-5828,PRD-0017,2,19800,0
ITM-0027777,TRX-C250823-5828,PRD-0022,1,19800,0
ITM-0027778,TRX-C250823-5828,PRD-0032,1,32000,0
ITM-0027779,TRX-C250824-5413,PRD-0027,1,25000,2000
ITM-0027780,TRX-C250824-5413,PRD-0094,2,22000,5000
ITM-0027781,TRX-C250824-5413,PRD-0040,1,22000,2000
ITM-0027782,TRX-C250824-6406,PRD-0110,1,20000,0
ITM-0027783,TRX-C250824-6406,PRD-0082,1,18000,1000
ITM-0027784,TRX-C250824-8205,PRD-0037,2,20000,0
ITM-0027785,TRX-C250824-8205,PRD-0067,-1,22000,0
ITM-0027786,TRX-C250824-3682,PRD-0112,2,32000,0
ITM-0027787,TRX-C250824-3682,PRD-0003,2,45000,2000
ITM-0027788,TRX-C250824-3413,PRD-0093,3,49500,0
ITM-0027789,TRX-C250824-3413,PRD-0098,1,19800,0
ITM-0027790,TRX-C250824-3413,PRD-0057,3,16500,0
ITM-0027791,TRX-C250824-5010,PRD-0042,1,45000,0
ITM-0027792,TRX-C250824-5469,PRD-0041,2,13200,0
ITM-0027793,TRX-C250824-5469,PRD-0073,1,20000,1000
ITM-0027794,TRX-C250824-5469,PRD-0083,2,22000,0
ITM-0027795,TRX-C250824-7519,PRD-0032,1,32000,1000
ITM-0027796,TRX-C250824-6779,PRD-0077,1,22000,5000
ITM-0027797,TRX-C250824-6779,PRD-0019,2,25000,0
ITM-0027798,TRX-C250824-1842,PRD-0078,1,20000,0
ITM-0027799,TRX-C250824-2083,PRD-0008,3,12000,0
ITM-0027800,TRX-C250824-7985,PRD-0067,2,22000,0
ITM-0027801,TRX-C250824-7985,PRD-0005,3,12000,0
ITM-0027802,TRX-C250824-7985,PRD-0015,1,15000,1000
ITM-0027803,TRX-C250824-3846,PRD-0036,1,22000,5000
ITM-0027804,TRX-C250824-3846,PRD-0084,-1,28000,2000
ITM-0027805,TRX-C250824-3846,PRD-0114,1,25000,0
ITM-0027806,TRX-C250824-1866,PRD-0004,1,20000,1000
ITM-0027807,TRX-C250824-1866,PRD-0074,1,45000,5000
ITM-0027808,TRX-C250824-1866,PRD-0029,1,32000,2000
ITM-0027809,TRX-C250824-8612,PRD-0081,1,28000,2000
ITM-0027810,TRX-C250824-8612,PRD-0120,2,15000,0
ITM-0027811,TRX-C250824-8612,PRD-0069,1,35200,0
ITM-0027812,TRX-C250824-5398,PRD-0013,2,12000,0
ITM-0027813,TRX-C250824-4188,PRD-0049,1,22000,2000
ITM-0027814,TRX-C250824-4188,PRD-0114,1,25000,1000
ITM-0027815,TRX-C250824-4188,PRD-0029,2,32000,0
ITM-0027816,TRX-C250825-6258,PRD-0120,3,15000,5000
ITM-0027817,TRX-C250825-6258,PRD-0058,3,35200,2000
ITM-0027818,TRX-C250825-6258,PRD-0031,2,22000,1000
ITM-0027819,TRX-C250825-1163,PRD-0012,2,25000,1000
ITM-0027820,TRX-C250825-1163,PRD-0035,2,12000,5000
ITM-0027821,TRX-C250825-3967,PRD-0072,1,20000,0
ITM-0027822,TRX-C250825-1215,PRD-0027,2,25000,0
ITM-0027823,TRX-C250825-1215,PRD-0109,2,32000,1000
ITM-0027824,TRX-C250825-1215,PRD-0013,1,12000,2000
ITM-0027825,TRX-C250825-6595,PRD-0030,3,32000,0
ITM-0027826,TRX-C250825-6644,PRD-0029,1,32000,1000
ITM-0027827,TRX-C250825-2298,PRD-0019,2,25000,1000
ITM-0027828,TRX-C250825-2298,PRD-0056,1,45000,0
ITM-0027829,TRX-C250825-7034,PRD-0103,1,28000,1000
ITM-0027830,TRX-C250825-2941,PRD-0021,2,32000,1000
ITM-0027831,TRX-C250825-2941,PRD-0101,1,28000,0
ITM-0027832,TRX-C250825-2941,PRD-0028,3,35200,0
ITM-0027833,TRX-C250825-8469,PRD-0104,-1,12000,1000
ITM-0027834,TRX-C250825-8469,PRD-0030,2,32000,1000
ITM-0027835,TRX-C250825-8469,PRD-0031,1,22000,0
ITM-0027836,TRX-C250825-6133,PRD-0001,2,25000,0
ITM-0027837,TRX-C250825-6133,PRD-0040,3,22000,0
ITM-0027838,TRX-C250825-1532,PRD-0058,2,35200,0
ITM-0027839,TRX-C250826-1185,PRD-0019,2,25000,0
ITM-0027840,TRX-C250826-1185,PRD-0019,2,25000,0
ITM-0027841,TRX-C250826-6428,PRD-0098,1,19800,0
ITM-0027842,TRX-C250826-6428,PRD-0099,3,45000,0
ITM-0027843,TRX-C250826-6428,PRD-0113,1,15000,5000
ITM-0027844,TRX-C250826-7802,PRD-0062,2,18000,0
ITM-0027845,TRX-C250826-7802,PRD-0111,1,18000,0
ITM-0027846,TRX-C250826-7802,PRD-0057,1,16500,1000
ITM-0027847,TRX-C250826-5989,PRD-0026,3,18000,1000
ITM-0027848,TRX-C250826-4075,PRD-0087,2,12000,0
ITM-0027849,TRX-C250826-4075,PRD-0058,1,35200,5000
ITM-0027850,TRX-C250826-3870,PRD-0044,3,32000,2000
ITM-0027851,TRX-C250826-3870,PRD-0065,2,45000,1000
ITM-0027852,TRX-C250826-3870,PRD-0102,1,15000,2000
ITM-0027853,TRX-C250826-6186,PRD-0044,3,32000,0
